in,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style,titratable_acidity_ratio,acidity_index,sulfur_dioxide_ratio,chlorides_density_ratio,alcohol_ph_index,sulphates_alcohol_ratio,pH_category,quality_category
4758,6.9,0.19,0.32,7.9,0.042,30.0,130.0,0.99456,3.4,0.39,10.5,6,white,36.31578947368421,7.410000000000001,0.23076923076923078,0.042229729729729736,35.699999999999996,0.037142857142857144,medium,average
4759,6.5,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,3.15,0.54,12.9,6,white,19.11764705882353,7.3,0.075,0.023264046932685984,40.635,0.04186046511627907,medium,average
4763,7.8,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,3.06,0.66,11.9,6,white,26.0,8.459999999999999,0.10101010101010101,0.02418818407208079,36.414,0.055462184873949584,medium,average
4764,6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45,12.0,6,white,8.970588235294116,7.299999999999999,0.2601626016260163,0.03736543394397204,38.88,0.0375,medium,average
4765,5.2,0.34,0.37,6.2,0.031,42.0,133.0,0.99076,3.25,0.41,12.5,6,white,15.294117647058822,5.91,0.3157894736842105,0.03128911138923655,40.625,0.032799999999999996,medium,average
4766,5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1,7,white,19.999999999999996,6.28,0.3050847457627119,0.03429355281207133,38.841,0.03553719008264463,medium,good
4767,6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,3.05,0.36,12.5,6,white,32.631578947368425,6.7700000000000005,0.2682926829268293,0.019199482624468224,38.125,0.0288,medium,average
4768,5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,6,white,35.625,6.12,0.24778761061946902,0.04327697262479871,30.294,0.05858585858585858,medium,average
4769,7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41,10.7,6,white,44.705882352941174,8.23,0.42857142857142855,0.03631741420010895,32.314,0.038317757009345796,medium,average
4770,7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6,white,36.5,7.89,0.27586206896551724,0.04846330923629902,35.28,0.029166666666666664,low,average
4771,6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.99123,2.97,0.31,12.2,8,white,20.3030303030303,7.390000000000001,0.29310344827586204,0.04237159892255077,36.234,0.02540983606557377,low,good
4772,6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,2.99,0.32,12.4,8,white,20.3030303030303,7.37,0.31451612903225806,0.03631851336218637,37.076,0.025806451612903226,low,good
4773,6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32,12.4,8,white,19.166666666666668,7.61,0.296,0.038321903993545785,37.2,0.025806451612903226,medium,good
4774,7.8,0.21,0.34,11.9,0.039,55.0,140.0,0.9959,3.02,0.31,10.3,6,white,37.142857142857146,8.35,0.39285714285714285,0.039160558288984834,31.106,0.030097087378640773,medium,average
4776,5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4,10.5,5,white,13.658536585365853,6.2299999999999995,0.2857142857142857,0.050347397039573055,34.65,0.0380952380952381,medium,average
4777,7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,3.1,0.44,9.5,6,white,50.666666666666664,8.1,0.23469387755102042,0.05129649373378125,29.45,0.04631578947368421,medium,average
4778,8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35,10.5,4,white,42.5,9.1,0.29245283018867924,0.04637377260721414,31.5,0.03333333333333333,medium,poor
4779,6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,6,white,27.083333333333336,7.12,0.34444444444444444,0.027293128196833997,39.852000000000004,0.029268292682926828,medium,average
4780,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6,white,51.875,8.83,0.35514018691588783,0.025174712504783196,34.867000000000004,0.031092436974789913,low,average
4781,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5,white,45.833333333333336,5.95,0.17557251908396945,0.03832035819450607,31.85,0.04591836734693877,medium,average
4783,6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,7,white,62.0,6.71,0.2236842105263158,0.04040893845718673,35.796,0.04912280701754386,medium,good
4784,6.5,0.21,0.4,7.3,0.041,49.0,115.0,0.99268,3.21,0.43,11.0,6,white,30.952380952380953,7.11,0.4260869565217391,0.04130233307813193,35.31,0.03909090909090909,medium,average
4785,8.7,0.3,0.59,1.7,0.046,10.0,70.0,0.99373,3.06,0.56,10.8,4,white,29.0,9.59,0.14285714285714285,0.046290239803568375,33.048,0.05185185185185185,medium,poor
4786,6.7,0.18,0.37,1.3,0.027,42.0,125.0,0.98939,3.24,0.37,12.8,7,white,37.22222222222222,7.25,0.336,0.0272895420410556,41.47200000000001,0.028906249999999998,medium,good
4787,7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,8,white,41.17647058823529,7.53,0.34146341463414637,0.05537767574860549,34.21,0.045454545454545456,medium,good
4788,6.6,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,3.15,0.36,10.2,5,white,34.73684210526316,7.12,0.28378378378378377,0.035283680793580394,32.129999999999995,0.03529411764705882,medium,average
4789,5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.98952,3.32,0.6,12.5,7,white,20.71428571428571,6.38,0.2719298245614035,0.026275365833939687,41.5,0.048,medium,good
4790,7.6,0.24,0.44,3.8,0.037,49.0,146.0,0.9911,3.06,0.37,11.6,6,white,31.666666666666668,8.28,0.3356164383561644,0.037332257088083944,35.496,0.03189655172413793,medium,average
4793,5.7,0.16,0.32,1.2,0.036,7.0,89.0,0.99111,3.26,0.48,11.0,5,white,35.625,6.180000000000001,0.07865168539325842,0.03632291067590882,35.86,0.04363636363636363,medium,average
4794,7.0,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52,10.9,6,white,33.333333333333336,7.63,0.2926829268292683,0.03725294751361746,34.226,0.047706422018348627,medium,average
4795,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7,white,29.090909090909093,7.0,0.2755905511811024,0.04429857237782655,32.67,0.02727272727272727,low,good
4796,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6,white,23.235294117647058,8.68,0.373015873015873,0.027238610225576044,37.0,0.0296,low,average
4798,6.8,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,3.18,0.53,12.0,7,white,32.38095238095238,7.41,0.3305785123966942,0.03225351260910759,38.160000000000004,0.04416666666666667,medium,good
4799,5.2,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31,12.4,7,white,16.774193548387096,5.87,0.31724137931034485,0.03132262301707588,38.936,0.024999999999999998,medium,good
4801,5.6,0.42,0.34,2.4,0.022,34.0,97.0,0.98915,3.22,0.38,12.8,7,white,13.333333333333332,6.359999999999999,0.35051546391752575,0.022241318303593993,41.21600000000001,0.0296875,medium,good
4803,6.8,0.28,0.34,7.5,0.035,34.0,177.0,0.99692,3.33,0.43,9.1,5,white,24.28571428571428,7.42,0.192090395480226,0.035108133049793364,30.303,0.04725274725274725,medium,average
4804,6.8,0.45,0.36,5.0,0.033,28.0,156.0,0.991,3.11,0.4,12.4,7,white,15.11111111111111,7.61,0.1794871794871795,0.033299697275479316,38.564,0.03225806451612903,medium,good
4805,6.6,0.29,0.39,6.75,0.031,22.0,98.0,0.9913,3.15,0.8,12.9,7,white,22.758620689655174,7.279999999999999,0.22448979591836735,0.031272066982749924,40.635,0.06201550387596899,medium,good
4806,6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,6,white,32.38095238095238,7.43,0.19047619047619047,0.045347360783602395,33.681,0.07981651376146788,medium,average
4807,6.8,0.25,0.24,1.6,0.045,39.0,164.0,0.99402,3.53,0.58,10.8,5,white,27.2,7.29,0.23780487804878048,0.04527071889901611,38.124,0.0537037037037037,high,average
4808,6.4,0.21,0.34,16.05,0.04,56.0,142.0,0.99678,3.11,0.38,10.6,5,white,30.476190476190478,6.95,0.39436619718309857,0.04012921607576396,32.966,0.035849056603773584,medium,average
4809,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,0.52,9.0,5,white,17.575757575757574,6.36,0.27358490566037735,0.053288825433851474,28.169999999999998,0.05777777777777778,medium,average
4810,8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,6,white,27.333333333333332,8.94,0.33766233766233766,0.043236938422555604,36.480000000000004,0.0275,medium,average
4811,6.4,0.24,0.32,0.95,0.041,23.0,131.0,0.99033,3.25,0.35,11.8,5,white,26.666666666666668,6.960000000000001,0.17557251908396945,0.04140034130037462,38.35,0.02966101694915254,medium,average
4812,7.5,0.18,0.45,4.6,0.041,67.0,158.0,0.9927,3.01,0.38,10.6,6,white,41.66666666666667,8.129999999999999,0.4240506329113924,0.041301500956985995,31.905999999999995,0.035849056603773584,medium,average
4813,5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,3.34,0.48,12.3,6,white,15.522388059701493,5.735,0.22972972972972974,0.033332659946263714,41.082,0.03902439024390243,medium,average
4814,7.1,0.14,0.33,1.0,0.104,20.0,54.0,0.99057,3.19,0.64,11.5,6,white,50.71428571428571,7.569999999999999,0.37037037037037035,0.10499005623025127,36.685,0.05565217391304348,medium,average
4815,7.2,0.13,0.46,1.3,0.044,48.0,111.0,0.99127,2.97,0.45,11.1,5,white,55.38461538461539,7.79,0.43243243243243246,0.04438750290031979,32.967,0.04054054054054054,low,average
4817,6.5,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44,9.9,4,white,22.413793103448278,7.04,0.07207207207207207,0.14304422282663443,29.700000000000003,0.044444444444444446,medium,poor
4818,6.2,0.35,0.31,2.6,0.036,37.0,92.0,0.98938,3.27,0.53,12.8,7,white,17.714285714285715,6.859999999999999,0.40217391304347827,0.03638642382097879,41.856,0.04140625,medium,good
4819,9.0,0.38,0.53,2.1,0.102,19.0,76.0,0.99001,2.93,0.57,12.9,5,white,23.684210526315788,9.91,0.25,0.10302926233068353,37.797000000000004,0.0441860465116279,low,average
4820,6.6,0.24,0.38,12.75,0.034,8.0,74.0,0.99386,3.1,0.57,12.9,6,white,27.5,7.22,0.10810810810810811,0.03421004970518987,39.99,0.0441860465116279,medium,average
4821,6.6,0.16,0.34,1.1,0.037,41.0,115.0,0.9899,3.01,0.68,12.0,6,white,41.25,7.1,0.3565217391304348,0.0373775128800889,36.12,0.05666666666666667,medium,average
4823,5.7,0.15,0.28,3.7,0.045,57.0,151.0,0.9913,3.22,0.27,11.2,6,white,38.0,6.130000000000001,0.37748344370860926,0.045394935942701505,36.064,0.02410714285714286,medium,average
4824,6.6,0.33,0.4,2.65,0.041,35.0,86.0,0.98916,3.11,0.39,13.3,7,white,19.999999999999996,7.33,0.4069767441860465,0.041449310526102956,41.363,0.029323308270676692,medium,good
4825,5.7,0.2,0.3,2.5,0.046,38.0,125.0,0.99276,3.34,0.5,9.9,6,white,28.5,6.2,0.304,0.04633546879406906,33.066,0.050505050505050504,medium,average
4826,6.8,0.27,0.37,8.2,0.055,52.0,192.0,0.99586,3.11,0.52,9.5,6,white,25.185185185185183,7.44,0.2708333333333333,0.055228646596911214,29.544999999999998,0.05473684210526316,medium,average
4827,6.8,0.27,0.42,7.3,0.054,58.0,200.0,0.99556,3.12,0.49,9.4,6,white,25.185185185185183,7.49,0.29,0.05424082928201213,29.328000000000003,0.052127659574468084,medium,average
4828,6.2,0.2,0.26,1.1,0.047,42.0,119.0,0.99158,3.48,0.6,11.0,7,white,31.0,6.66,0.35294117647058826,0.04739910042558341,38.28,0.05454545454545454,medium,good
4829,6.7,0.13,0.57,6.6,0.056,60.0,150.0,0.99548,2.96,0.43,9.4,6,white,51.53846153846154,7.4,0.4,0.05625426929722345,27.824,0.045744680851063826,low,average
4830,6.8,0.21,0.37,7.0,0.038,27.0,107.0,0.99206,2.98,0.82,11.5,6,white,32.38095238095238,7.38,0.2523364485981308,0.0383041348305546,34.27,0.07130434782608695,low,average
4831,6.7,0.31,0.32,14.5,0.038,6.0,79.0,0.99412,3.14,0.34,12.5,5,white,21.612903225806452,7.33,0.0759493670886076,0.0382247615981974,39.25,0.027200000000000002,medium,average
4832,6.2,0.2,0.29,11.8,0.035,21.0,93.0,0.99364,3.18,0.34,11.9,6,white,31.0,6.69,0.22580645161290322,0.035224024797713464,37.842000000000006,0.028571428571428574,medium,average
4833,6.6,0.25,0.34,3.0,0.054,22.0,141.0,0.99338,3.26,0.47,10.4,6,white,26.4,7.1899999999999995,0.15602836879432624,0.05435986228834887,33.903999999999996,0.04519230769230769,medium,average
4835,6.9,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,12.5,6,white,31.363636363636367,7.51,0.3120567375886525,0.03530966576879231,38.875,0.0264,medium,average
4836,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,7,white,27.82608695652174,6.98,0.2925170068027211,0.03930817610062893,34.980000000000004,0.03636363636363637,medium,good
4837,7.6,0.27,0.29,2.5,0.059,37.0,115.0,0.99328,3.09,0.37,9.8,5,white,28.148148148148145,8.159999999999998,0.3217391304347826,0.05939916237113402,30.282,0.03775510204081632,medium,average
4838,6.6,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4,12.3,7,white,19.41176470588235,7.18,0.29292929292929293,0.034332683705102444,38.13,0.03252032520325203,medium,good
4839,6.4,0.16,0.42,1.0,0.036,29.0,113.0,0.9908,3.18,0.52,11.0,6,white,40.0,6.98,0.25663716814159293,0.03633427533306419,34.980000000000004,0.04727272727272727,medium,average
4840,5.8,0.3,0.42,1.1,0.036,19.0,113.0,0.98871,3.1,0.46,12.6,7,white,19.333333333333332,6.52,0.168141592920354,0.03641108110568316,39.06,0.03650793650793651,medium,good
4841,7.0,0.29,0.35,1.4,0.036,42.0,109.0,0.99119,3.31,0.62,11.6,6,white,24.13793103448276,7.64,0.3853211009174312,0.03631997901512323,38.396,0.05344827586206897,medium,average
4843,6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,3.19,0.22,13.4,7,white,31.904761904761905,7.2700000000000005,0.23255813953488372,0.02017227119601396,42.746,0.016417910447761194,medium,good
4845,6.8,0.22,0.41,6.7,0.034,39.0,116.0,0.99245,3.18,0.46,11.5,6,white,30.909090909090907,7.43,0.33620689655172414,0.03425865282885788,36.57,0.04,medium,average
4846,7.7,0.27,0.49,3.8,0.037,46.0,139.0,0.99116,3.04,0.38,11.6,6,white,28.51851851851852,8.46,0.33093525179856115,0.03732999717502724,35.263999999999996,0.032758620689655175,medium,average
4847,6.4,0.25,0.37,4.5,0.039,41.0,147.0,0.9921,3.18,0.4,11.1,7,white,25.6,7.0200000000000005,0.2789115646258503,0.03931055337163592,35.298,0.036036036036036036,medium,good
4849,6.7,0.13,0.45,4.2,0.043,52.0,131.0,0.99162,3.06,0.54,11.3,6,white,51.53846153846154,7.28,0.3969465648854962,0.04336338516770537,34.578,0.047787610619469026,medium,average
4850,6.7,0.24,0.37,11.3,0.043,64.0,173.0,0.99632,3.08,0.53,9.9,6,white,27.916666666666668,7.3100000000000005,0.3699421965317919,0.04315882447406456,30.492,0.05353535353535353,medium,average
4851,7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33,12.6,8,white,27.307692307692307,7.7299999999999995,0.29523809523809524,0.025231626329706706,38.556,0.02619047619047619,medium,good
4852,5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,3.3,0.36,11.8,8,white,17.666666666666668,5.76,0.37,0.0292781423523473,38.94,0.030508474576271184,medium,good
4853,7.1,0.38,0.4,2.2,0.042,54.0,201.0,0.99177,3.03,0.5,11.4,5,white,18.684210526315788,7.88,0.26865671641791045,0.04234852838863849,34.542,0.043859649122807015,medium,average
4854,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,white,38.94736842105263,7.9,0.20207253886010362,0.04506308832365311,28.52,0.05434782608695653,medium,average
4860,6.3,0.32,0.32,1.5,0.03,24.0,101.0,0.98923,3.21,0.42,13.0,5,white,19.6875,6.94,0.2376237623762376,0.030326617672331004,41.73,0.03230769230769231,medium,average
4861,7.6,0.19,0.32,18.75,0.047,32.0,193.0,1.00014,3.1,0.5,9.3,7,white,40.0,8.11,0.16580310880829016,0.04699342092107105,28.830000000000002,0.05376344086021505,medium,good
4862,6.5,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62,12.6,8,white,25.0,7.069999999999999,0.391304347826087,0.03029507402096419,40.572,0.049206349206349205,medium,good
4863,5.9,0.24,0.12,1.4,0.035,60.0,247.0,0.99358,3.34,0.44,9.6,6,white,24.583333333333336,6.260000000000001,0.242914979757085,0.03522615189516697,32.064,0.04583333333333334,medium,average
4864,4.2,0.215,0.23,5.1,0.041,64.0,157.0,0.99688,3.42,0.44,8.0,3,white,19.534883720930235,4.6450000000000005,0.40764331210191085,0.04112832035952171,27.36,0.055,medium,poor
4865,8.1,0.24,0.32,10.5,0.03,34.0,105.0,0.99407,3.11,0.42,11.8,6,white,33.75,8.66,0.3238095238095238,0.030178961240154113,36.698,0.035593220338983045,medium,average
4866,5.8,0.23,0.2,2.0,0.043,39.0,154.0,0.99226,3.21,0.39,10.2,6,white,25.217391304347824,6.23,0.2532467532467532,0.043335416120774795,32.742,0.03823529411764706,medium,average
4867,7.5,0.33,0.36,2.6,0.051,26.0,126.0,0.99097,3.32,0.53,12.7,6,white,22.727272727272727,8.19,0.20634920634920634,0.051464726480115436,42.163999999999994,0.041732283464566935,medium,average
4868,6.6,0.38,0.36,9.2,0.061,42.0,214.0,0.9976,3.31,0.56,9.4,5,white,17.36842105263158,7.34,0.19626168224299065,0.0611467522052927,31.114,0.059574468085106386,medium,average
4869,6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,5,white,42.66666666666667,6.840000000000001,0.1826086956521739,0.044370046185184434,31.619999999999997,0.03725490196078432,medium,average
4870,6.5,0.32,0.34,5.7,0.044,27.0,91.0,0.99184,3.28,0.6,12.0,7,white,20.3125,7.16,0.2967032967032967,0.04436199386997902,39.36,0.049999999999999996,medium,good
4871,7.5,0.22,0.32,2.4,0.045,29.0,100.0,0.99135,3.08,0.6,11.3,7,white,34.09090909090909,8.04,0.29,0.04539264639128461,34.804,0.053097345132743355,medium,good
4872,6.4,0.23,0.32,1.9,0.038,40.0,118.0,0.99074,3.32,0.53,11.8,7,white,27.82608695652174,6.950000000000001,0.3389830508474576,0.03835516886367766,39.176,0.044915254237288135,medium,good
4873,6.1,0.22,0.31,1.4,0.039,40.0,129.0,0.99193,3.45,0.59,10.9,5,white,27.727272727272727,6.629999999999999,0.31007751937984496,0.03931729053461434,37.605000000000004,0.05412844036697247,medium,average
4874,6.5,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,3.14,0.47,9.8,4,white,13.541666666666668,7.0,0.32323232323232326,0.043335416120774795,30.772000000000002,0.04795918367346938,medium,poor
4875,6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,8,white,28.69565217391304,7.13,0.18831168831168832,0.06051925520969922,39.406,0.04016393442622951,medium,good
4876,6.4,0.16,0.25,1.4,0.057,21.0,125.0,0.99091,3.23,0.44,11.1,7,white,40.0,6.8100000000000005,0.168,0.05752288300652936,35.853,0.039639639639639644,medium,good
4878,7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.99134,3.06,0.47,11.4,6,white,46.25,7.880000000000001,0.16428571428571428,0.06556781729779894,34.884,0.04122807017543859,medium,average
4880,6.5,0.32,0.3,2.3,0.051,20.0,127.0,0.98964,3.13,0.52,12.8,6,white,20.3125,7.12,0.15748031496062992,0.051533891111919486,40.064,0.040625,medium,average
4881,6.7,0.12,0.36,2.3,0.039,43.0,125.0,0.99229,3.07,0.67,10.1,7,white,55.833333333333336,7.180000000000001,0.344,0.039303026333027645,31.006999999999998,0.06633663366336634,medium,good
4882,6.6,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,6,white,32.99999999999999,6.9399999999999995,0.20833333333333334,0.185118113404966,27.542,0.047872340425531915,low,average
4883,8.0,0.34,0.25,6.4,0.035,38.0,103.0,0.99148,2.91,0.23,12.2,6,white,23.52941176470588,8.59,0.36893203883495146,0.03530076249646993,35.502,0.018852459016393444,low,average
4884,6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,7,white,32.38095238095238,7.319999999999999,0.3305785123966942,0.04640371229698376,33.463,0.05963302752293578,medium,good
4885,6.8,0.23,0.31,2.8,0.047,40.0,122.0,0.99126,3.06,0.64,10.9,7,white,29.565217391304344,7.34,0.32786885245901637,0.04741440187236447,33.354,0.058715596330275226,medium,good
4888,6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,5,white,23.57142857142857,7.3,0.30612244897959184,0.04419356782708262,29.516000000000002,0.05106382978723404,medium,average
4889,7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,5,white,31.2,8.42,0.125,0.04337825841336453,35.112,0.03333333333333333,medium,average
4890,5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,8,white,46.666666666666664,6.05,0.2876712328767123,0.04449118265652807,40.893,0.024806201550387597,medium,good
4891,6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,0.48,9.4,5,white,23.57142857142857,7.29,0.30412371134020616,0.046204222664175655,29.516000000000002,0.05106382978723404,medium,average
4892,6.8,0.17,0.35,1.8,0.04,29.0,84.0,0.98961,2.91,0.57,12.0,7,white,39.99999999999999,7.319999999999999,0.34523809523809523,0.040419963419933105,34.92,0.047499999999999994,low,good
4893,7.3,0.25,0.28,1.5,0.043,19.0,113.0,0.99338,3.38,0.56,10.1,6,white,29.2,7.83,0.168141592920354,0.04328655700738891,34.138,0.05544554455445545,medium,average
4896,6.5,0.25,0.5,7.6,0.047,54.0,184.0,0.99572,3.17,0.45,9.2,5,white,26.0,7.25,0.29347826086956524,0.04720202466556863,29.163999999999998,0.04891304347826087,medium,average
4897,6.3,0.24,0.35,2.3,0.039,43.0,109.0,0.99056,3.34,0.44,11.8,6,white,26.25,6.89,0.3944954128440367,0.0393716685511226,39.412,0.037288135593220334,medium,average
4898,6.8,0.32,0.32,8.7,0.029,31.0,105.0,0.99146,3.0,0.34,12.3,7,white,21.25,7.44,0.29523809523809524,0.029249793234220244,36.900000000000006,0.027642276422764227,medium,good
4901,6.6,0.24,0.28,6.7,0.032,26.0,91.0,0.99172,3.13,0.32,12.3,6,white,27.5,7.12,0.2857142857142857,0.03226717218569757,38.499,0.026016260162601626,medium,average
4902,6.3,0.22,0.34,5.0,0.032,36.0,93.0,0.99012,3.27,0.36,13.5,7,white,28.636363636363637,6.859999999999999,0.3870967741935484,0.032319314830525595,44.145,0.026666666666666665,medium,good
4903,6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42,12.8,7,white,18.75,6.62,0.2887323943661972,0.03336298932384342,42.112,0.032812499999999994,medium,good
4904,6.3,0.19,0.29,2.0,0.022,33.0,96.0,0.98902,3.04,0.54,12.8,7,white,33.1578947368421,6.78,0.34375,0.022244241774686053,38.912000000000006,0.0421875,medium,good
4906,9.4,0.24,0.29,8.5,0.037,124.0,208.0,0.99395,2.9,0.38,11.0,3,white,39.16666666666667,9.93,0.5961538461538461,0.037225212535841844,31.9,0.034545454545454546,low,poor
4907,6.4,0.35,0.28,12.6,0.039,19.0,124.0,0.99539,3.2,0.43,10.6,6,white,18.28571428571429,7.03,0.1532258064516129,0.039180622670511055,33.92,0.040566037735849055,medium,average
4908,6.7,0.46,0.27,5.2,0.039,35.0,96.0,0.99129,3.16,0.44,12.4,7,white,14.565217391304348,7.43,0.3645833333333333,0.03934267469660745,39.184000000000005,0.035483870967741936,medium,good
4909,6.3,0.3,0.29,2.1,0.048,33.0,142.0,0.98956,3.22,0.46,12.9,7,white,21.0,6.89,0.2323943661971831,0.04850640688790978,41.538000000000004,0.03565891472868217,medium,good
4910,6.0,0.19,0.29,1.1,0.047,67.0,152.0,0.9916,3.54,0.59,11.1,7,white,31.57894736842105,6.48,0.4407894736842105,0.04739814441306978,39.294,0.05315315315315315,high,good
4911,5.9,0.24,0.28,1.3,0.032,36.0,95.0,0.98889,3.08,0.64,12.9,7,white,24.583333333333336,6.420000000000001,0.37894736842105264,0.03235951420279303,39.732,0.04961240310077519,medium,good
4912,7.3,0.145,0.33,1.1,0.042,14.0,64.0,0.99012,3.1,0.37,11.8,7,white,50.3448275862069,7.7749999999999995,0.21875,0.04241910071506484,36.580000000000005,0.03135593220338983,medium,good
4913,6.6,0.435,0.38,9.2,0.058,66.0,243.0,0.99833,3.23,0.54,9.1,6,white,15.172413793103448,7.414999999999999,0.2716049382716049,0.05809702202678473,29.392999999999997,0.059340659340659345,medium,average
4914,5.8,0.18,0.37,1.2,0.036,19.0,74.0,0.98853,3.09,0.49,12.7,7,white,32.22222222222222,6.35,0.25675675675675674,0.036417711146854416,39.242999999999995,0.03858267716535433,medium,good
4915,5.8,0.18,0.37,1.1,0.036,31.0,96.0,0.98942,3.16,0.48,12.0,6,white,32.22222222222222,6.35,0.3229166666666667,0.03638495280063067,37.92,0.04,medium,average
4916,5.6,0.32,0.32,8.3,0.043,32.0,105.0,0.99266,3.24,0.47,11.2,6,white,17.5,6.24,0.3047619047619048,0.043317953780750706,36.288,0.04196428571428572,medium,average
4917,6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75,12.4,7,white,41.25,7.109999999999999,0.24761904761904763,0.042440532729734644,39.556,0.06048387096774193,medium,good
4918,5.1,0.21,0.28,1.4,0.047,48.0,148.0,0.99168,3.5,0.49,10.4,5,white,24.285714285714285,5.59,0.32432432432432434,0.047394320748628586,36.4,0.047115384615384615,high,average
4919,7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.9968,3.06,0.54,10.4,5,white,25.862068965517242,8.15,0.23387096774193547,0.05016051364365971,31.824,0.051923076923076926,medium,average
4920,6.0,0.26,0.33,4.35,0.04,15.0,80.0,0.98934,3.29,0.5,12.7,6,white,23.076923076923077,6.59,0.1875,0.04043099440030728,41.783,0.03937007874015748,medium,average
4921,5.7,0.26,0.3,1.8,0.039,30.0,105.0,0.98995,3.48,0.52,12.5,7,white,21.923076923076923,6.26,0.2857142857142857,0.03939592908732764,43.5,0.0416,medium,good
4922,7.1,0.17,0.31,1.6,0.037,15.0,103.0,0.991,3.14,0.5,12.0,6,white,41.764705882352935,7.579999999999999,0.14563106796116504,0.03733602421796165,37.68,0.041666666666666664,medium,average
4923,6.9,0.17,0.3,2.0,0.047,13.0,117.0,0.99152,3.16,0.51,11.6,6,white,40.588235294117645,7.37,0.1111111111111111,0.04740196869452961,36.656,0.043965517241379315,medium,average
4924,6.8,0.25,0.28,5.0,0.035,42.0,126.0,0.99048,3.12,0.38,12.6,7,white,27.2,7.33,0.3333333333333333,0.03533640255229788,39.312,0.03015873015873016,medium,good
4925,6.6,0.17,0.28,1.8,0.042,62.0,178.0,0.99204,3.15,0.42,10.2,5,white,38.8235294117647,7.05,0.34831460674157305,0.04233700254022015,32.129999999999995,0.041176470588235294,medium,average
